------Authors-----

vertex_id,DBLP_id,name
1847,77854,Ziv Bar-Yossef
1848,77856,Ravi Kumar
1849,78061,S. Muthukrishnan
1850,78820,Charles L. A. Clarke
1851,78885,San-Yih Hwang
1852,79150,Sanghyun Park
1853,79263,Akifumi Makinouchi
1854,79419,Juan-Zi Li
1855,79434,Jianmin Wang
1856,79885,Wei Jin
1857,79974,Yehuda Koren
1858,80160,Jun Sese
1859,80285,Xiaofeng Meng
1860,80314,Shipeng Yu
1861,80388,Hui-I Hsiao
1862,80405,Chia-Hui Chang
1863,80407,Ding Zhou
1864,80421,Yoon-Joon Lee
1865,80465,Satoshi Oyama
1866,80524,Weiguo Fan
1867,80540,Jiaheng Lu
1868,80545,Weining Qian
1869,80609,Jun'ichi Tatemura
1870,80665,Laurence A. F. Park
1871,80727,Nan Tang
1872,80790,Tianyi Wu
1873,80888,Kun-Lung Wu
1874,81027,Dominique Laurent
1875,81092,Ke Deng
1876,81097,Zhiming Ding
1877,81120,Gabriel Pui Cheong Fung
1878,81144,Baihua Zheng
1879,81197,Tapio Salakoski
1880,81244,Guoliang Li
1881,81261,Raffaele Perego
1882,81262,Fabrizio Silvestri
1883,82677,Sara Comai
1884,82682,Kam-yiu Lam
1885,82688,François Llirbat
1886,82692,Anindya Datta
1887,82879,Kevin Karplus
1888,83558,Vladimir Pavlovic
1889,84131,Qiang Shen
1890,84779,César Ferri
1891,84864,Zhiyuan Chen
1892,84898,Tin Wee Tan
1893,84982,Gerome Miklau
1894,85314,Susan B. Davidson
1895,85320,Jan Van den Bussche
1896,85916,Jun S. Liu
1897,85917,Wing Hung Wong
1898,86622,Tei-Wei Kuo
1899,88575,Bei Yu
1900,88617,Eric A. Brewer
1901,89002,Honesty C. Young
1902,89052,Xuanhui Wang
1903,89053,Chengxiang Zhai
1904,89055,Phillip B. Gibbons
1905,89146,Rich Caruana
1906,89210,Dan Lin
1907,89285,Anastasia Ailamaki
1908,90019,Amit Anil Nanavati
1909,90431,Dunja Mladenic
1910,90484,Ling Chen 0002
1911,90542,Themis Palpanas
1912,91684,Verena Kantere
1913,91807,W. Nick Street
1914,92198,Marco Saerens
1915,92891,Jian Tang
1916,92921,Cheng Luo
1917,93033,András Lörincz
1918,93342,Floris Geerts
1919,93730,Olivier Gascuel
1920,94172,Tian Xia
1921,94676,Mohammed J. Zaki
1922,94764,Assaf Schuster
1923,94839,Hidde de Jong
1924,95059,Zijian Zheng
1925,95271,Bhavani Raskutti
1926,95564,Sanjay Chawla
1927,95792,Claude Sammut
1928,95920,Jun-Ki Min
1929,95922,Peter Geibel
1930,96002,Edward Hung
1931,96005,Tuan D. Pham
1932,96021,Manoranjan Dash
1933,96132,Liang Wang 0001
1934,96187,Peter Christen
1935,96601,Seong-Whan Lee
1936,96701,Ioannis Pitas
1937,97282,Emmanuel Barillot
1938,97407,Daniel F. Lieuwen
1939,97802,Luigi Cinque
1940,98053,Konstantinos N. Plataniot
1941,98692,Alexandros Biliris
1942,98929,Piero Fariselli
1943,98930,Rita Casadio
1944,98951,Burkhard Rost
1945,99228,Jonathan Baxter
1946,99482,Dik Lun Lee
1947,99594,Philippe Pucheral
1948,99599,Zohra Bellahsene
1949,99619,Farouk Toumani
1950,99629,Stéphane Grumbach
1951,99646,Jean-Marc Petit
1952,99659,Gerd Stumme
1953,99660,Lotfi Lakhal
1954,99661,Sihem Amer-Yahia
1955,99664,Luc Segoufin
1956,99665,Yannis Kotidis
1957,99689,Philippe Bonnet
1958,99778,Jérôme Siméon
1959,99789,Amélie Marian
1960,99803,Mary F. Fernández
1961,99805,Jaewoo Kang
1962,99813,Donald Kossmann
1963,99836,Mohamed Zaït
1964,99840,Fei Sha
1965,99898,Yannis Papakonstantinou
1966,99957,Beat Wüthrich
1967,100016,Douglas Stott Parker Jr.
1968,100063,Daniel J. Rosenkrantz
1969,100299,Ming-Syan Chen
1970,100347,Andy Brass
1971,100371,Gary D. Stormo
1972,100390,Alexander Hinneburg
1973,100416,Anthony K. H. Tung
1974,100435,Cheng-Yan Kao
1975,100488,Daxin Jiang
1976,100491,Kei-Hoi Cheung
1977,100493,Mark Gerstein
1978,100495,Tamer Kahveci
1979,100563,Hakan Ferhatosmanoglu
1980,100601,Terri K. Attwood
1981,100625,Victor M. Markowitz
1982,100656,Eric P. Hoffman
1983,100659,Seiya Imoto
1984,100692,Kevin Y. Yip
1985,100693,David W. Cheung
1986,100808,Xiaohua Zhou
1987,100810,Ruoming Jin
1988,100850,Zoran Obradovic
1989,100902,Hyunsoo Kim
1990,100903,Haesun Park
1991,101009,Xiaobo Zhou
1992,101013,Chris Upton
1993,101183,Nazli Goharian
1994,101184,Ophir Frieder
1995,101256,John Quackenbush
1996,101450,Doheon Lee
1997,101457,Hongyuan Zha
1998,101579,Chandan K. Reddy
1999,102116,Nick V. Grishin
2000,103684,Roland Eils
2001,103910,Martin Scholz
2002,104198,Peter F. Stadler
2003,104597,Jianlin Cheng
2004,104824,Vincent Moulton
2005,104862,Nikolay A. Kolchanov
2006,105027,Liviu Badea
2007,105105,John N. Weinstein
2008,105310,Kathleen Marchal
2009,105555,Weida Tong
2010,105717,Ashish Gupta
2011,105738,Claudia Plant
2012,105975,Chris Sander
2013,105977,Dietmar Schomburg
2014,106014,Gabriel M. Kuper
2015,106083,Peter J. Haas
2016,106084,Jussi Myllymaki
2017,106085,Berthold Reinwald
2018,106086,Yannis Sismanis
2019,106130,I-Min A. Chen
2020,106208,Marcos André Gonçalves
2021,106256,Susanne E. Hambrusch
2022,106268,Lars Schmidt-Thieme
2023,106421,Jeffrey F. Naughton
2024,106606,Xuan Zhou
2025,106607,James Geller
2026,106608,Yehoshua Perl
2027,106754,Anish Das Sarma
2028,106756,Nick Roussopoulos
2029,106758,Rachel Pottinger
2030,106759,Mauricio A. Hernández
2031,106760,Renée J. Miller
2032,106761,Lucian Popa
2033,106762,Yannis Velegrakis
2034,106767,Christoph Quix
2035,106768,Enrico Franconi
2036,106782,Oliver Kohlbacher
2037,106783,Hans-Peter Lenhof
2038,106784,Knut Reinert
2039,106802,Thomas Schwentick
2040,106947,Malú Castellanos
2041,107014,Wim Martens
2042,107015,Frank Neven
2043,107121,Gary Klein
2044,107191,Susan Darling Urban
2045,107373,José M. Tribolet
2046,107601,Matthijs van Leeuwen
2047,107614,Aristides Gionis
2048,108293,Daan Fierens
2049,108294,Hendrik Blockeel
2050,108325,Petri Myllymäki
2051,108332,Rainer Gemulla
2052,108359,Kajal T. Claypool
2053,108446,Peter A. Boncz
2054,108503,Torsten Grust
2055,108507,Amarnath Gupta
2056,108530,Bryan W. Scotney
2057,108532,Arnaud Sahuguet
2058,108576,Calisto Zuzarte
2059,108582,Carson Kai-Sang Leung
2060,108583,Thomas Neumann
2061,108598,Dan Olteanu
2062,108671,Dimitri Theodoratos
2063,108682,Adriano Veloso
2064,108746,Leonidas Fegaras
2065,108758,Yang-Sae Moon
2066,108759,Yuqing Wu
2067,108761,Sebastian Michel
2068,108788,Wenfei Fan
2069,108789,Xibei Jia
2070,108937,Stefan Schuster
2071,109348,Xifeng Yan
2072,109916,Swarup Acharya
2073,110454,Robert Sabourin
2074,110530,Bernhard Seeger
2075,110601,Stefan Berchtold
2076,110620,Xiaowei Xu
2077,110655,Ramana Yerneni
2078,110672,Arno Siebes
2079,110738,Jens Lechtenbörger
2080,110895,Jan Rittinger
2081,110920,Peter Zabback
2082,110969,Emmanuel Müller
2083,110978,Vijayshankar Raman
2084,110994,Jens Teubner
2085,111028,Martin Theobald
2086,111029,Ralf Schenkel
2087,111032,Ira Assent
2088,111033,Stephan Günnemann
2089,111037,Juliana Freire
2090,111041,Srikanta J. Bedathur
2091,111050,Fabian M. Suchanek
2092,111051,Gjergji Kasneci
2093,111052,Jens-Peter Dittrich
2094,111058,Elke Achtert
2095,112822,David Toman
2096,112823,Grant E. Weddell
2097,113166,Jesús S. Aguilar-Ruiz
2098,113246,Rafael Berlanga Llavori
2099,116090,Jagannathan Srinivasan
2100,117332,Jean-Philippe Vert
2101,118061,Nan Zhang 0004
2102,118304,Peter Scheuermann
2103,118444,Taneli Mielikäinen
2104,118737,Geert Wets
2105,119420,Ying Yan
2106,120517,Robert Fox
2107,121450,Kenneth I. Laws
2108,121620,Joachim M. Buhmann
2109,122005,Chris Clifton
2110,122016,Brajendra Panda
2111,122287,Mirco Nanni
2112,122359,Daniel Gruhl
2113,122387,Dimitris Sacharidis
2114,122400,Farokh B. Bastani
2115,122816,Samuel Madden
2116,122983,Deepayan Chakrabarti
2117,123877,Yvan Saeys
2118,124206,Duen-Ren Liu
2119,124282,Koen Vanhoof
2120,125285,Shigenobu Kobayashi
2121,125773,Zheng Rong Yang
2122,126048,Klaus-Robert Müller
2123,126122,Xin Yao
2124,128730,Marc Toussaint
2125,129855,Sethu Vijayakumar
2126,130531,Yu Xu
2127,131847,Lalit Gupta
2128,133277,Domenico Rosaci
2129,133713,Robert Baumgartner
2130,135560,Maya Ramanath
2131,135575,Antonios Deligiannakis
2132,135589,Egemen Tanin
2133,135607,Nesime Tatbul
2134,136192,Asit Dan
2135,136686,Joel L. Wolf
2136,137138,Wan-Chi Siu
2137,137145,Xuelong Li
2138,137444,Luciano Milanesi
2139,138456,Mehul A. Shah
2140,139034,Eric Lo
2141,140183,Jian-Tao Sun
2142,140185,Samuel Kaski
2143,140193,Albert Bifet
2144,141385,Bo Chen
2145,141977,Ning An
2146,143143,Wei Pan
2147,144984,Filip Zelezný
2148,145354,Frank Y. Shih
2149,146901,Bor-Sen Chen
2150,148508,Yanda Li
2151,148509,Xuegong Zhang
2152,148517,Zhong Jin
2153,148783,De-Shuang Huang
2154,149100,Oswaldo Trelles
2155,149201,James Allan
2156,149230,Andreas Rauber
2157,149447,Henryk Jan Komorowski
2158,149583,Nivio Ziviani
2159,152417,Daniele Braga
2160,152564,Rui Camacho
2161,152579,Alberto D. Pascual-Montan
2162,152869,Fei-Yue Wang
2163,154161,David M. Blei
2164,154197,Nilesh N. Dalvi
2165,154198,Andrew Tomkins
2166,154256,Zhong Su
2167,154258,Ganesh Ramakrishnan
2168,154260,Sachindra Joshi
2169,154342,Zaiqing Nie
2170,154561,Fabrice Guillet
2171,154637,Eric C. Rouchka
2172,154681,Rui Kuang
2173,155215,Robert L. Grossman
2174,159085,Toon Calders
2175,159420,Guido Dedene
2176,160220,Sándor Pongor
2177,164417,Yang Song
2178,165439,Javed A. Aslam
2179,165962,Ralf Zimmer
2180,166053,Fabian Mörchen
2181,166132,Steffen Bickel
2182,166213,Thomas Gärtner
2183,166214,Tamás Horváth
2184,166694,Wenjie Zhang
2185,166941,Marco Mesiti
2186,167977,Dietrich Rebholz-Schuhman
2187,169748,Jianhui Chen
2188,170529,Janet L. Wiener
2189,170905,Bart Kuijpers
2190,170921,Maurice van Keulen
2191,170923,Marcelo Arenas
2192,174422,Lidan Shou
2193,174591,Yixue Li
2194,174743,Wen Jin
2195,175849,Till Westmann
2196,175920,Wang-Pin Hsiung
2197,175922,Oliver Po
2198,175966,Weizhong Li
2199,175990,Byung Suk Lee
2200,177065,Olli Yli-Harja
2201,177301,Céline Rouveirol
2202,177350,Jianliang Xu
2203,182060,Hui Xiong
2204,182976,Jun Rao
2205,183029,Li Xiong
2206,186128,Soo-Chang Pei
2207,186196,Krishnamoorthy Sivakumar
2208,187079,Yee-Hong Yang
2209,187203,Jiebo Luo
2210,187598,Olivier Verscheure
2211,187771,Wei Chu
2212,187908,Gert R. G. Lanckriet
2213,188261,Suh-Yin Lee
2214,188504,Raymond Chi-Wing Wong
2215,191132,D. Sivakumar
2216,193173,Daniel Zeng
2217,193186,Tina Eliassi-Rad
2218,195009,David Wai-Lok Cheung
2219,195678,Jan A. Kors
2220,196821,Yasuhiko Morimoto
2221,197014,Ihab F. Ilyas
2222,197725,Stephen T. C. Wong
2223,197885,Ken C. K. Lee
2224,197908,Shivnath Babu
2225,197920,Adam Silberstein
2226,197926,Magdalena Balazinska
2227,197929,Christopher Olston
2228,199669,Junghoo Cho
2229,199695,Nick Koudas
2230,199749,Arnd Christian König
2231,199772,Jon M. Kleinberg
2232,205762,Haibo Hu
2233,208328,Murat Kantarcioglu
2234,208663,Sanjay Agrawal
2235,209812,Bolin Ding
2236,214848,Inderpal Narang
2237,214958,Arun Iyengar
2238,215309,Charu C. Aggarwal
2239,215331,Arvind Arasu
2240,215341,Daniel J. Abadi
2241,215511,B. R. Badrinath
2242,215546,Gordon Bell
2243,215612,Francesco Bonchi
2244,215618,Hal Berghel
2245,215667,John Perry Barlow
2246,215677,Kevin S. Beyer
2247,215737,Nicolas Bruno
2248,215743,Philip Bohannon
2249,215830,Sergey Brin
2250,215831,Rainer Breitling
2251,215948,Francis R. Bach
2252,215967,Amanda Clare
2253,215988,Chee Yong Chan
2254,215990,Chin-Wan Chung
2255,216062,José María Carazo
2256,216070,Kevin Chen-Chuan Chang
2257,216079,Kaushik Chakrabarti
2258,216094,Mitch Cherniack
2259,216122,Soumen Chakrabarti
2260,216141,Surajit Chaudhuri
2261,216155,Sudarshan S. Chawathe
2262,216361,Alin Deutsch
2263,216365,Amol Deshpande
2264,216412,Inderjit S. Dhillon
2265,216468,Prasad Deshpande
2266,216491,Xin Dong
2267,216496,Yanlei Diao
2268,216511,Thomas Dandekar
2269,216522,Debora Donato
2270,216698,Benjamin C. M. Fung
2271,216806,Yoav Freund
2272,216892,Joao Gama
2273,216947,Jarek Gryz
2274,216970,Gemma C. Garriga
2275,216976,Johannes Gehrke
2276,216986,Jonathan Goldstein
2277,217025,Luis Gravano
2278,217063,Seymour E. Goodman
2279,217080,Todd J. Green
2280,217087,Venkatesh Ganti
2281,217150,Byron J. Gao
2282,217163,Minos N. Garofalakis
2283,217191,Mark Girolami
2284,217413,Stavros J. Hamodrakas
2285,217508,Ming Hua
2286,217564,Tsuyoshi Idé
2287,217566,Zachary G. Ives
2288,217589,Bryant A. Julstrom
2289,217594,Chris Jermaine
2290,217595,Christopher M. Jermaine
2291,217704,Dmitri V. Kalashnikov
2292,217709,Ben Kao
2293,217733,Christoph Koch
2294,217738,Ata Kabán
2295,217764,Flip Korn
2296,217771,George Kollios
2297,217804,Karin Kailing
2298,217893,Taghi M. Khoshgoftaar
2299,217910,Yaron Kanza
2300,217949,Sailesh Krishnamurthy
2301,218070,Erwin Leonardi
2302,218088,Claudio Lucchese
2303,218091,Feifei Li
2304,218094,Christian A. Lang
2305,218239,Stéphane Lallich
2306,218272,Hua Lu
2307,218295,Xiang Lian
2308,218403,Neil D. Lawrence
2309,218425,Ashwin Machanavajjhala
2310,218505,Hans-Werner Mewes
2311,218527,Giansalvatore Mecca
2312,218555,Kamesh Munagala
2313,218575,Kyriakos Mouratidis
2314,218595,Paolo Merialdo
2315,218615,Olvi L. Mangasarian
2316,218664,Rebecca Mercuri
2317,218668,Shinichi Morishita
2318,218677,Ron Meir
2319,218695,Sougata Mukherjea
2320,218707,Vasileios Megalooikonomou
2321,218760,Edleno Silva de Moura
2322,218995,Vivek R. Narasayya
2323,219104,Andreas Paepcke
2324,219141,Euthimios Panagos
2325,219182,Guy Perrière
2326,219213,Larry Press
2327,219255,Sankar K. Pal
2328,219292,Viswanath Poosala
2329,219396,Paolo Papotti
2330,219398,Dallan Quass
2331,219428,Agostinho C. Rosa
2332,219448,Azriel Rosenfeld
2333,219471,Céline Robardet
2334,219472,Davood Rafiei
2335,219483,Kenneth A. Ross
2336,219565,Reind P. van de Riet
2337,219581,Sanjay Ranka
2338,219616,Shoba Ranganathan
2339,219650,Christopher Ré
2340,219809,Divesh Srivastava
2341,219922,Kenneth Salem
2342,219998,Pamela Samuelson
2343,220024,Praveen Seshadri
2344,220096,Sunita Sarawagi
2345,220109,Torsten Suel
2346,220343,Wee Hyong Tok
2347,220361,Andrea Tagarelli
2348,220455,Peter Triantafillou
2349,220461,Robert Tibshirani
2350,220468,Wang Chiew Tan
2351,220478,Yufei Tao
2352,220631,Vasilis Vassalos
2353,220658,Stratis Viglas
2354,220768,Walker M. White
2355,220866,Xiaoyang Sean Wang
2356,220924,Xintao Wu
2357,221009,Xiaoxin Yin
2358,221078,Jun Yang 0001
2359,221085,Albrecht Zimmermann
2360,221162,Yongluan Zhou
2361,221184,Bin Zhou 0002
2362,222754,Michael Q. Zhang
2363,223143,Hady Wirawan Lauw
2364,228361,Geoffrey J. Barton
2365,228958,Chengwen Liu
2366,230417,Andrew Rosenbloom
2367,230446,Badrish Chandramouli
2368,231340,Ashraf Aboulnaga
2369,235710,Sandeep Pandey
2370,237062,Steven J. M. Jones
2371,237874,Erik Vee
2372,239032,Ravishankar Ramamurthy
2373,239158,Jonas S. Almeida
2374,243018,Gholamreza Nakhaeizadeh
2375,247344,Kuo-Liang Chung
2376,247460,Philippe Cudré-Mauroux
2377,247862,Vijayan Sugumaran
2378,247954,James Cheng
2379,248552,Ibrahim Kamel
2380,251281,Balakrishna R. Iyer
2381,251665,Wen-Chi Hou
2382,252156,Chang-Hyun Jo
2383,252158,Son Dao
2384,252261,Zhewei Jiang
2385,252437,King-Ip Lin
2386,254184,Hyoil Han
2387,254665,Alexandros Kalousis
2388,254838,Jieping Ye
2389,255151,Alan J. Demers
2390,257888,Huiping Cao
2391,258981,Ran El-Yaniv
2392,258988,Sin Yeung Lee
2393,260437,Joaquín Dopazo
2394,264618,Alessandro Sette
2395,265078,Roded Sharan
2396,268728,Alan Nash
2397,271537,Mathew J. Palakal
2398,273143,Jotun Hein
2399,279163,Mohamed A. Soliman
2400,279348,Byron Choi
2401,280544,Yiping Ke
2402,281059,Brij M. Masand
2403,281144,Shuangge Ma
2404,284566,Jian Zhang 0003
2405,285880,William Stafford Noble
2406,286216,Du-Ming Tsai
2407,286769,David T. Jones
2408,287472,Anna Tramontano
2409,288504,Chang-Tien Lu
2410,293936,Olga G. Troyanskaya
2411,294146,George C. Tseng
2412,294259,Raghav Kaushik
2413,295128,Golan Yona
2414,295253,Allegra Via
2415,297018,Christopher C. Yang
2416,297103,Saharon Rosset
2417,303414,Sacha A. F. T. van Hijum
2418,304199,Vladislav Shkapenyuk
2419,309213,Ran Wolff
2420,309276,Diane Crawford
2421,309655,Lauren Weinstein
2422,309955,Deepak Agarwal
2423,313558,Koji Tsuda
2424,314234,Geert Jan Bex
2425,315778,Aleksander Kolcz
2426,320830,Tim Beißbarth
2427,320954,Michal Linial
2428,322393,Ulisses Braga-Neto
2429,322396,Sameer Singh
2430,324064,Slobodan Vucetic
2431,324320,Christos A. Ouzounis
2432,328925,Stéphane Robin
2433,329335,Christina S. Leslie
2434,329695,Jia-Yu Pan
2435,338140,Zlatko Trajanoski
2436,338208,Paul S. Bradley
2437,339106,Chao Liu 0001
2438,347391,Zhiyong Shen
2439,351350,André Elisseeff
2440,356153,Shinn-Ying Ho
2441,359879,Gary Anthes
2442,363195,Bishwaranjan Bhattacharje
2443,363661,Makoto Onizuka
2444,365637,Ja-Chen Lin
2445,366138,Rayid Ghani
2446,369949,Gordon K. Smyth
2447,370694,Zhifeng Bao
2448,370967,James C. Fuscoe
2449,372710,Bongki Moon
2450,376204,Philip K. Chan
2451,378865,Yuchang Lu
2452,379056,Jarl E. S. Wikberg
2453,379833,Manuela Helmer-Citterich
2454,382758,Ramón Díaz-Uriarte
2455,382934,David Madigan
2456,383821,Robert R. Hoffman
2457,388608,Man Lung Yiu
2458,389253,Jan Struyf
2459,390940,A. J. Feelders
2460,391214,Liisa Holm
2461,391667,Robert L. Glass
2462,392020,Sara Reese Hedberg
2463,393660,Zhen Hua Liu
2464,396522,Giovanni Flammia
2465,397779,Harold R. Garner
2466,398533,Kristin P. Bennett
2467,399098,Stephen D. Scott
2468,399665,Danna Voth
2469,406196,Sudhir Kumar
2470,406958,Xiang-Sun Zhang
2471,407079,Debabrata Dey
2472,411131,Srujana Merugu
2473,412960,Rajiv Mehrotra
2474,413187,H. D. Cheng
2475,413427,Xiaoming Jin
2476,414172,Hongyu Zhao
2477,416625,Phillip G. Armour
2478,419459,Hisashi Kashima
2479,423290,Nikolaj Tatti
2480,425831,Stijn Vansummeren
2481,425916,Jae-Gil Lee
2482,426150,Gediminas Adomavicius
2483,426280,Eugene Inseok Chong
2484,428023,Ali Dasdan
2485,430939,Jim Z. C. Lai
2486,434141,Jen-Wei Huang
2487,437328,Jacques van Helden
2488,438832,Terence P. Speed
2489,440082,Brian Babcock
2490,440087,Kesheng Wu
2491,441234,Chung-Sheng Li
2492,441741,Cheng Hian Goh
2493,442042,Xiaofeng He
2494,444905,Chang-Hung Lee
2495,447259,Timothy Malkemus
2496,452131,Hua-Gang Li
2497,454042,Keke Chen
2498,459722,Richard D. Lawrence
2499,459904,Leszek Rychlewski
2500,466367,Claudia Perlich
2501,468249,Dirk Husmeier
2502,468593,Jose A. García
2503,472242,Byron Dom
2504,473333,Gary D. Bader
2505,475701,Ivor W. Tsang
2506,476252,Shuai Ma
2507,476287,Chad L. Myers
2508,476371,S. Sathiya Keerthi
2509,479241,Jean-Jacques Daudin
2510,481556,Shohei Hido
2511,481657,Quanzhong Li
2512,482701,Ole Lund
2513,483092,Martin Vingron
2514,486378,Lukasz A. Kurgan
2515,487463,Zografoula Vagena
2516,487898,Yizhou Sun
2517,488339,Hong Su
2518,495721,Leong Hou U
2519,496728,Stavros Harizopoulos
2520,501528,Sanjiv K. Bhatia
2521,506487,Edith Cohen
2522,508751,Jörg Rahnenführer
2523,509119,Souripriya Das
2524,510803,Radek Vingralek
2525,513983,Veda C. Storey
2526,516828,Anastasios Kementsietsidi
2527,517166,Szymon Jaroszewicz
2528,522070,Lukasz Golab
2529,524031,Vagelis Hristidis
2530,524781,Richard Simon
2531,526834,Gabriel Ghinita
2532,526882,Kristen LeFevre
2533,527686,Pierre Dupont
2534,531011,Tom L. Blundell
2535,531496,Ke Yi
2536,533327,Vinayak R. Borkar
2537,534152,Tony Jebara
2538,534729,Gajendra P. S. Raghava
2539,534730,G. P. S. Raghava
2540,535133,Kun-Ta Chuang
2541,535172,Simon Tavaré
2542,535460,Daniel M. Dias
2543,537458,Vandana Pursnani Janeja
2544,540139,Ahmed Metwally
2545,540519,Andrey Balmin
2546,544305,Peter J. Park
2547,551272,Donovan A. Schneider
2548,552979,Utkarsh Srivastava
2549,554828,Erik L. L. Sonnhammer
2550,555488,Michael L. Bittner
2551,556142,Joaquín Fernández-Valdivi
2552,558514,Olivier Poch
2553,561516,Hongzhe Li
2554,568925,Meg McGinity Shannon
2555,574739,Jong Bhak
2556,580036,Kirk L. Kroeker
2557,582224,Carlotta Domeniconi
2558,586213,Xiaohui Yu
2559,586609,Zheng Guo
2560,589381,Lu Qin
2561,595622,David R. Westhead
2562,598789,Dmitry Pavlov
2563,599997,Robert Gentleman
2564,601137,Gerson Zaverucha
2565,602107,Allan Tucker
2566,603671,Alex Wright
2567,608572,Marcus Fontoura
2568,608614,Aris Anagnostopoulos
2569,609000,Liam J. McGuffin
2570,612889,Anant Jhingran
2571,614168,Lipyeow Lim
2572,615034,Mizuho Iwaihara
2573,615870,Taesung Park
2574,616535,Yirong Xu
2575,616659,Guido Sanguinetti
2576,617564,Yuni Xia
2577,619657,Pantelis G. Bagos
2578,619891,Hong Fang
2579,620330,Fengzhu Sun
2580,626764,Yuhong Xiong
2581,627670,Bee-Chung Chen
2582,627957,Marco Wiering
2583,628963,Eytan Ruppin
2584,629028,Gavin Sherlock
2585,633299,Anne-Laure Boulesteix
2586,633656,Shung-Yung Lung
2587,634149,Hanghang Tong
2588,634316,Yiming Ma
2589,636675,Érick Alphonse
2590,640493,Andrej Sali
2591,642149,Guimei Liu
2592,647077,Ronny Lempel
2593,647318,Luís Torgo
2594,655889,Jasmine Novak
2595,656784,Brock N. Meeks
2596,658570,William O'Connell
2597,660401,Jong Park
2598,661925,Wook-Shin Han
2599,664236,Leming M. Shi
2600,664310,Burkhard Morgenstern
2601,664530,Ruslan Salakhutdinov
2602,669630,Andrew Witkowski
2603,670147,Balaji Padmanabhan
2604,674661,Songting Chen
2605,675415,Rafael A. Irizarry
2606,677569,Meg McGinity
2607,683032,Arno J. Knobbe
2608,683215,Giorgio Valle
2609,683228,David J. Hand
2610,685551,Panayiotis Tsaparas
2611,688116,Stephen D. Bay
2612,689453,Yves Van de Peer
2613,689831,Aya Soffer
2614,694305,Moshe Fresko
2615,703177,Alin Dobra
2616,703203,Chunyi Shi
2617,703321,Björn Bringmann
2618,708643,Wai Gen Yee
2619,709284,Jianping Fan
2620,710085,Fusheng Wang
2621,716729,Yoshihide Hayashizaki
2622,717749,Dae-Won Kim
2623,719662,Stephen Winters-Hilt
2624,721959,Annemarie Poustka
2625,723005,S. Seshadri
2626,723381,Kai Puolamäki
2627,724211,Henning Hermjakob
2628,724693,Christine A. Orengo
2629,724904,Jianping Hua
2630,725379,István Simon
2631,725676,Sau Dan Lee
2632,725791,Yi-Hung Wu
2633,725820,David Roman
2634,725829,Gregory Goth
2635,730850,Vivekanand Gopalkrishnan
2636,732571,Takeshi Fukuda
2637,735921,Jinze Liu
2638,736028,David M. Rocke
2639,738053,Akihiro Inokuchi
2640,739847,Spiros Papadimitriou
2641,743993,Benny Kimelfeld
2642,748608,Kevin R. Coombes
2643,750180,Wolfgang Huber
2644,750701,Boon Thau Loo
2645,750997,Rahul Shah
2646,755679,Sridhar Rajagopalan
2647,758166,Dong Xin
2648,758305,Curt J. Ellmann
2649,762020,Yudi Pawitan
2650,762942,Tolga Bozkaya
2651,763463,Feida Zhu
2652,763991,Alex Bateman
2653,764172,Tim J. P. Hubbard
2654,764445,Arne Elofsson
2655,772231,Samuel Greengard
2656,772263,Michael A. Cusumano
2657,776767,Roger Zimmermann
2658,777013,George Forman
2659,777502,Hans Lehrach
2660,777587,Ismail Sengör Altingövde
2661,777634,Donghui Zhang
2662,780853,Haibin Cheng
2663,784431,Nikos Sarkas
2664,785853,Karen A. Frenkel
2665,785882,Anton J. Enright
2666,787709,Hwanjo Yu
2667,793905,James J. Chen
2668,794245,Morten Nielsen
2669,796627,Latha S. Colby
2670,798855,Charlotte M. Deane
2671,799793,Jonathan D. Wren
2672,799938,Janet M. Thornton
2673,801804,Darren R. Flower
2674,804618,Søren Brunak
2675,813037,Jingren Zhou
2676,815855,Shuiwang Ji
2677,820148,Anil Nori
2678,821966,Ziyang Liu
2679,822204,Debashis Ghosh
2680,822313,Jaap Heringa
2681,822580,Suman Nath
2682,826736,Neil Munro
2683,834037,Bugra Gedik
2684,834413,Rolf Apweiler
2685,835240,Gary B. Lamont
2686,835655,Mohammad Al Hasan
2687,848770,Prasan Roy
2688,849795,Desmond G. Higgins
2689,852412,Ariel Fuxman
2690,852416,Torsten Grabs
2691,853487,Dmitrij Frishman
2692,854098,Shaul Dar
2693,859978,Xiaolei Qian
2694,866108,Wen-Chih Peng
2695,868583,Peter Meinicke
2696,873349,Michael J. E. Sternberg
2697,874738,Zhenjie Zhang
2698,875985,Ralph Krieger
2699,878462,Rimma V. Nehme
2700,881692,Haggai Roitman
2701,881766,Olivia R. Liu Sheng
2702,882298,Marc Boullé
2703,882803,Mohamed F. Mokbel
2704,883239,Jilles Vreeken
2705,887216,Shai Shalev-Shwartz
2706,887427,Robert Gwadera
2707,888769,Rainer Spang
2708,889096,Janusz M. Bujnicki
2709,892401,Rajeev R. Raje
2710,892488,Leah Hoffmann
2711,893107,Atul J. Butte
2712,893117,Cheng-Ru Lin
2713,899489,Alireza Tamaddoni-Nezhad
2714,902903,Mark Ingebretsen
2715,905752,Arun N. Swami
2716,906354,Hsi-Jian Lee
2717,908676,Sándor Suhai
2718,910503,Daniel Deutch
2719,914732,Susumu Goto
2720,915553,Hiroyuki Toh
2721,916526,Inge Jonassen
2722,916671,Ivo L. Hofacker
